Sector_score,PARA_A,Score_A,Risk_A,PARA_B,Score_B,Risk_B,TOTAL,numbers,Score_B.1,Risk_C,Money_Value,Score_MV,District_Loss,PROB,RiSk_E,History,Prob,Risk_F,Score,Inherent_Risk,CONTROL_RISK,Audit_Risk,Risk,Marks,MONEY_Marks,Loss,LOSS_SCORE,History_score,T_Risk
2.37,3.81,0.6,2.286,11.52,0.6,6.912,15.33,5,0.2,1,3.25,0.2,4,0.2,0.8,0,0.2,0,3.8,11.648,0.8,4.6592,1,2,2,0,2,2,1
2.37,2.1,0.6,1.26,5.06,0.6,3.036,7.16,5,0.2,1,5.41,0.4,2,0.2,0.4,0,0.2,0,3.8,7.86,0.4,1.572,1,2,4,0,2,2,1
2.37,2.22,0.6,1.332,3.4,0.6,2.04,5.62,5,0.2,1,26.28,0.6,2,0.2,0.4,1,0.4,0.4,4.2,20.94,0.8,8.376,1,2,6,0,2,4,1
2.37,0.96,0.2,0.192,0.12,0.2,0.024,1.08,5,0.2,1,0.22,0.2,2,0.2,0.4,0,0.2,0,2,1.66,0.4,0.332,0,2,2,0,2,2,0
2.37,0.81,0.2,0.162,4.6,0.6,2.76,5.41,5,0.2,1,1.82,0.2,2,0.2,0.4,0,0.2,0,3.2,4.686,0.4,0.9372,0,2,2,0,2,2,1
2.37,1.25,0.4,0.5,0.02,0.2,0.004,1.27,5,0.2,1,0.82,0.2,2,0.2,0.4,0,0.2,0,2.2,2.068,0.4,0.4136,0,2,2,0,2,2,1
2.37,1.65,0.4,0.66,0.02,0.2,0.004,1.67,5,0.2,1,27.99,0.6,2,0.2,0.4,0,0.2,0,2.6,18.858,0.4,3.7716,1,2,6,0,2,2,1
2.37,1.65,0.4,0.66,0.02,0.2,0.004,1.67,5,0.2,1,2.47,0.2,2,0.2,0.4,0,0.2,0,2.2,2.558,0.4,0.5116,0,2,2,0,2,2,1
2.37,2.13,0.6,1.278,0.11,0.2,0.022,2.24,5,0.2,1,7.54,0.4,2,0.2,0.4,0,0.2,0,2.6,5.716,0.4,1.1432,1,2,4,0,2,2,1
2.37,0.44,0.2,0.088,0.02,0.2,0.004,0.46,5,0.2,1,27.1,0.6,6,0.2,1.2,0,0.2,0,2.8,18.552,1.2,11.1312,1,2,6,0,2,2,1
2.37,1.31,0.4,0.524,0.12,0.2,0.024,1.43,5.5,0.4,2.2,0,0.2,6,0.2,1.2,0,0.2,0,3,3.948,1.2,2.3688,1,4,2,0,2,2,1
2.37,0.39,0.2,0.078,0.14,0.2,0.028,0.53,5,0.2,1,0.58,0.2,2,0.2,0.4,0,0.2,0,2,1.622,0.4,0.3244,0,2,2,0,2,2,0
2.37,1,0.4,0.4,1.1,0.4,0.44,2.1,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.8,2.24,0.4,0.448,0,2,2,0,2,2,1
2.37,0.42,0.2,0.084,0.27,0.2,0.054,0.69,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.538,0.4,0.3076,0,2,2,0,2,2,0
2.37,1.07,0.4,0.428,0.59,0.2,0.118,1.66,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,1.946,0.4,0.3892,0,2,2,0,2,2,1
2.37,1.29,0.4,0.516,0.25,0.2,0.05,1.54,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,1.966,0.4,0.3932,0,2,2,0,2,2,1
2.37,0.02,0.2,0.004,0.87,0.2,0.174,0.89,5,0.2,1,0.04,0.2,2,0.2,0.4,0,0.2,0,2,1.586,0.4,0.3172,0,2,2,0,2,2,0
2.37,1.46,0.4,0.584,0.55,0.2,0.11,2.01,5,0.2,1,0.67,0.2,2,0.2,0.4,0,0.2,0,2.2,2.228,0.4,0.4456,0,2,2,0,2,2,1
2.37,0.84,0.2,0.168,0.06,0.2,0.012,0.9,5,0.2,1,0.72,0.2,2,0.2,0.4,0,0.2,0,2,1.724,0.4,0.3448,0,2,2,0,2,2,0
2.37,0.66,0.2,0.132,1.37,0.4,0.548,2.03,5,0.2,1,0.84,0.2,4,0.2,0.8,0,0.2,0,2.8,2.648,0.8,1.0592,1,2,2,0,2,2,1
2.37,0.53,0.2,0.106,5.4,0.6,3.24,5.93,5,0.2,1,0.72,0.2,2,0.2,0.4,0,0.2,0,3.2,4.89,0.4,0.978,0,2,2,0,2,2,1
2.37,0.39,0.2,0.078,0.47,0.2,0.094,0.86,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.572,0.4,0.3144,0,2,2,0,2,2,0
2.37,0.51,0.2,0.102,0.47,0.2,0.094,0.98,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.596,0.4,0.3192,0,2,2,0,2,2,0
2.37,0.47,0.2,0.094,0.29,0.2,0.058,0.76,5,0.2,1,0.07,0.2,2,0.2,0.4,0,0.2,0,2,1.566,0.4,0.3132,0,2,2,0,2,2,0
2.37,3.35,0.6,2.01,0.99,0.2,0.198,4.34,5,0.2,1,0.12,0.2,2,0.2,0.4,0,0.2,0,2.4,3.632,0.4,0.7264,0,2,2,0,2,2,1
2.37,0.32,0.2,0.064,0.49,0.2,0.098,0.81,5,0.2,1,6.73,0.4,6,0.2,1.2,0,0.2,0,2.6,5.054,1.2,3.0324,1,2,4,0,2,2,1
2.37,0.51,0.2,0.102,0,0.2,0,0.51,5,0.2,1,0,0.2,6,0.2,1.2,0,0.2,0,2.4,2.302,1.2,1.3812,1,2,2,0,2,2,1
2.37,0,0.2,0,0,0.2,0,0,5,0.2,1,0.05,0.2,2,0.2,0.4,0,0.2,0,2,1.41,0.4,0.282,0,2,2,0,2,2,0
2.37,0.31,0.2,0.062,0.69,0.2,0.138,1,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.6,0.4,0.32,0,2,2,0,2,2,0
2.37,0.61,0.2,0.122,1.54,0.4,0.616,2.15,5,0.2,1,0.57,0.2,2,0.2,0.4,0,0.2,0,2.6,2.252,0.4,0.4504,0,2,2,0,2,2,1
2.37,0.26,0.2,0.052,0.17,0.2,0.034,0.43,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.486,0.4,0.2972,0,2,2,0,2,2,0
2.37,0.73,0.2,0.146,0.05,0.2,0.01,0.78,5,0.2,1,6.14,0.4,6,0.2,1.2,0,0.2,0,2.6,4.812,1.2,2.8872,1,2,4,0,2,2,1
2.37,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,6,0.2,1.2,0,0.2,0,2.4,2.2,1.2,1.32,1,2,2,0,2,2,1
2.37,1.27,0.4,0.508,1.01,0.4,0.404,2.28,5,0.2,1,1.15,0.2,2,0.2,0.4,0,0.2,0,2.8,2.542,0.4,0.5084,0,2,2,0,2,2,1
2.37,1.62,0.4,0.648,0.49,0.2,0.098,2.11,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,2.146,0.4,0.4292,0,2,2,0,2,2,1
2.37,1.54,0.4,0.616,0.46,0.2,0.092,2,5,0.2,1,0.57,0.2,2,0.2,0.4,0,0.2,0,2.2,2.222,0.4,0.4444,0,2,2,0,2,2,1
2.37,2.18,0.6,1.308,0.93,0.2,0.186,3.11,5,0.2,1,0,0.2,6,0.2,1.2,0,0.2,0,2.8,3.694,1.2,2.2164,1,2,2,0,2,2,1
2.37,7.59,0.6,4.554,1.47,0.4,0.588,9.06,5.5,0.4,2.2,36.29,0.6,6,0.2,1.2,0,0.2,0,4.2,30.316,1.2,18.1896,1,4,6,0,2,2,1
2.37,0.76,0.2,0.152,0.34,0.2,0.068,1.1,5,0.2,1,0,0.2,6,0.2,1.2,0,0.2,0,2.4,2.42,1.2,1.452,1,2,2,0,2,2,1
2.37,0.38,0.2,0.076,0.85,0.2,0.17,1.23,5,0.2,1,0.04,0.2,2,0.2,0.4,0,0.2,0,2,1.654,0.4,0.3308,0,2,2,0,2,2,0
2.37,1.29,0.4,0.516,0.13,0.2,0.026,1.42,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,1.942,0.4,0.3884,0,2,2,0,2,2,1
2.37,1.99,0.4,0.796,0.63,0.2,0.126,2.62,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,2.322,0.4,0.4644,0,2,2,0,2,2,1
2.37,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
2.37,0.02,0.2,0.004,0.05,0.2,0.01,0.07,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.414,0.4,0.2828,0,2,2,0,2,2,0
2.37,0.14,0.2,0.028,0.08,0.2,0.016,0.22,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.444,0.4,0.2888,0,2,2,0,2,2,0
2.37,0.09,0.2,0.018,0,0.2,0,0.09,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.418,0.4,0.2836,0,2,2,0,2,2,0
2.37,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
2.37,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
2.37,0.01,0.2,0.002,0.007,0.2,0.0014,0.017,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4034,0.4,0.28068,0,2,2,0,2,2,0
2.37,0.17,0.2,0.034,0.04,0.2,0.008,0.21,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.442,0.4,0.2884,0,2,2,0,2,2,0
2.37,1.66,0.4,0.664,0.83,0.2,0.166,2.49,5,0.2,1,0.31,0.2,6,0.2,1.2,0,0.2,0,2.6,3.092,1.2,1.8552,1,2,2,0,2,2,1
2.37,0.5,0.2,0.1,0.04,0.2,0.008,0.54,5,0.2,1,0,0.2,6,0.2,1.2,0,0.2,0,2.4,2.308,1.2,1.3848,1,2,2,0,2,2,1
2.37,0.9,0.2,0.18,0.29,0.2,0.058,1.19,5,0.2,1,1.22,0.2,6,0.2,1.2,0,0.2,0,2.4,2.682,1.2,1.6092,1,2,2,0,2,2,1
2.37,0,0.2,0,0,0.2,0,0,5,0.2,1,0.23,0.2,6,0.2,1.2,0,0.2,0,2.4,2.246,1.2,1.3476,1,2,2,0,2,2,1
1.99,57.03,0.6,34.218,134.33,0.6,80.598,191.36,5,0.2,1,844.37,0.6,2,0.2,0.4,0,0.2,0,4,622.838,0.4,124.5676,1,2,6,0,2,2,1
1.99,0.58,0.2,0.116,0,0.2,0,0.58,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.516,0.4,0.3032,0,2,2,0,2,2,0
1.99,1.52,0.4,0.608,0,0.2,0,1.52,5,0.2,1,6.96,0.4,2,0.2,0.4,0,0.2,0,2.4,4.792,0.4,0.9584,0,2,4,0,2,2,1
1.99,0.9,0.2,0.18,0,0.2,0,0.9,5,0.2,1,1.95,0.2,2,0.2,0.4,0,0.2,0,2,1.97,0.4,0.394,0,2,2,0,2,2,0
1.99,1.19,0.4,0.476,0,0.2,0,1.19,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,1.876,0.4,0.3752,0,2,2,0,2,2,1
1.99,0.53,0.2,0.106,0,0.2,0,0.53,5,0.2,1,2.33,0.2,2,0.2,0.4,0,0.2,0,2,1.972,0.4,0.3944,0,2,2,0,2,2,0
1.99,0.93,0.2,0.186,0,0.2,0,0.93,5,0.2,1,0.11,0.2,2,0.2,0.4,0,0.2,0,2,1.608,0.4,0.3216,0,2,2,0,2,2,0
1.99,1.89,0.4,0.756,0,0.2,0,1.89,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,2.156,0.4,0.4312,0,2,2,0,2,2,1
1.99,1.71,0.4,0.684,0,0.2,0,1.71,5,0.2,1,0.09,0.2,2,0.2,0.4,0,0.2,0,2.2,2.102,0.4,0.4204,0,2,2,0,2,2,1
1.99,0.3,0.2,0.06,0,0.2,0,0.3,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.46,0.4,0.292,0,2,2,0,2,2,0
1.99,0.76,0.2,0.152,0,0.2,0,0.76,5,0.2,1,7.48,0.4,2,0.2,0.4,0,0.2,0,2.2,4.544,0.4,0.9088,0,2,4,0,2,2,1
1.99,0.96,0.2,0.192,0,0.2,0,0.96,5,0.2,1,9.45,0.4,2,0.2,0.4,0,0.2,0,2.2,5.372,0.4,1.0744,1,2,4,0,2,2,1
1.99,1.26,0.4,0.504,0,0.2,0,1.26,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,1.904,0.4,0.3808,0,2,2,0,2,2,1
1.99,0.55,0.2,0.11,0,0.2,0,0.55,5,0.2,1,0.67,0.2,2,0.2,0.4,0,0.2,0,2,1.644,0.4,0.3288,0,2,2,0,2,2,0
1.99,0.29,0.2,0.058,0,0.2,0,0.29,5,0.2,1,0.06,0.2,2,0.2,0.4,0,0.2,0,2,1.47,0.4,0.294,0,2,2,0,2,2,0
1.99,1.27,0.4,0.508,0,0.2,0,1.27,5,0.2,1,2.77,0.2,2,0.2,0.4,0,0.2,0,2.2,2.462,0.4,0.4924,0,2,2,0,2,2,1
1.99,1.34,0.4,0.536,0,0.2,0,1.34,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,1.936,0.4,0.3872,0,2,2,0,2,2,1
1.99,0.56,0.2,0.112,0,0.2,0,0.56,5,0.2,1,1.75,0.2,2,0.2,0.4,0,0.2,0,2,1.862,0.4,0.3724,0,2,2,0,2,2,0
1.99,0.86,0.2,0.172,0,0.2,0,0.86,5,0.2,1,0,0.2,6,0.2,1.2,0,0.2,0,2.4,2.372,1.2,1.4232,1,2,2,0,2,2,1
1.99,1.62,0.4,0.648,0,0.2,0,1.62,5,0.2,1,0,0.2,6,0.2,1.2,0,0.2,0,2.6,2.848,1.2,1.7088,1,2,2,0,2,2,1
1.99,3.02,0.6,1.812,0,0.2,0,3.02,5,0.2,1,0,0.2,6,0.2,1.2,0,0.2,0,2.8,4.012,1.2,2.4072,1,2,2,0,2,2,1
1.99,0.59,0.2,0.118,0,0.2,0,0.59,5,0.2,1,0,0.2,6,0.2,1.2,0,0.2,0,2.4,2.318,1.2,1.3908,1,2,2,0,2,2,1
1.99,1.1,0.4,0.44,0,0.2,0,1.1,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,1.84,0.4,0.368,0,2,2,0,2,2,1
1.99,1.03,0.4,0.412,0,0.2,0,1.03,5,0.2,1,27.28,0.6,2,0.2,0.4,0,0.2,0,2.6,18.18,0.4,3.636,1,2,6,0,2,2,1
1.99,0.66,0.2,0.132,0,0.2,0,0.66,5,0.2,1,0.73,0.2,2,0.2,0.4,0,0.2,0,2,1.678,0.4,0.3356,0,2,2,0,2,2,0
1.99,0.48,0.2,0.096,0,0.2,0,0.48,5,0.2,1,0.47,0.2,2,0.2,0.4,0,0.2,0,2,1.59,0.4,0.318,0,2,2,0,2,2,0
1.99,1.27,0.4,0.508,0,0.2,0,1.27,5,0.2,1,175.9,0.6,2,0.2,0.4,0,0.2,0,2.6,107.448,0.4,21.4896,1,2,6,0,2,2,1
1.99,0.43,0.2,0.086,0,0.2,0,0.43,5,0.2,1,13.54,0.6,2,0.2,0.4,0,0.2,0,2.4,9.61,0.4,1.922,1,2,6,0,2,2,1
1.99,1.65,0.4,0.66,0,0.2,0,1.65,5,0.2,1,0.01,0.2,2,0.2,0.4,0,0.2,0,2.2,2.062,0.4,0.4124,0,2,2,0,2,2,1
1.99,1.4,0.4,0.56,0,0.2,0,1.4,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,1.96,0.4,0.392,0,2,2,0,2,2,1
1.99,1.14,0.4,0.456,0,0.2,0,1.14,5,0.2,1,41.82,0.6,2,0.2,0.4,0,0.2,0,2.6,26.948,0.4,5.3896,1,2,6,0,2,2,1
1.99,0.45,0.2,0.09,0,0.2,0,0.45,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.49,0.4,0.298,0,2,2,0,2,2,0
1.99,0.6,0.2,0.12,0,0.2,0,0.6,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.52,0.4,0.304,0,2,2,0,2,2,0
1.99,0.85,0.2,0.17,0,0.2,0,0.85,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.57,0.4,0.314,0,2,2,0,2,2,0
1.99,1.19,0.4,0.476,0,0.2,0,1.19,5,0.2,1,29.76,0.6,2,0.2,0.4,0,0.2,0,2.6,19.732,0.4,3.9464,1,2,6,0,2,2,1
1.99,1.23,0.4,0.492,0,0.2,0,1.23,5,0.2,1,0.11,0.2,2,0.2,0.4,0,0.2,0,2.2,1.914,0.4,0.3828,0,2,2,0,2,2,1
1.99,1.12,0.4,0.448,0,0.2,0,1.12,5,0.2,1,0.05,0.2,2,0.2,0.4,0,0.2,0,2.2,1.858,0.4,0.3716,0,2,2,0,2,2,1
1.99,1.53,0.4,0.612,0,0.2,0,1.53,5,0.2,1,0.03,0.2,4,0.2,0.8,0,0.2,0,2.4,2.418,0.8,0.9672,0,2,2,0,2,2,1
1.99,0.77,0.2,0.154,0,0.2,0,0.77,5,0.2,1,0,0.2,4,0.2,0.8,0,0.2,0,2.2,1.954,0.8,0.7816,0,2,2,0,2,2,1
1.99,0.56,0.2,0.112,0,0.2,0,0.56,5,0.2,1,0,0.2,4,0.2,0.8,0,0.2,0,2.2,1.912,0.8,0.7648,0,2,2,0,2,2,1
1.99,1.82,0.4,0.728,0,0.2,0,1.82,5,0.2,1,85.13,0.6,4,0.2,0.8,0,0.2,0,2.8,53.606,0.8,21.4424,1,2,6,0,2,2,1
1.99,0.44,0.2,0.088,0,0.2,0,0.44,5,0.2,1,0.04,0.2,4,0.2,0.8,0,0.2,0,2.2,1.896,0.8,0.7584,0,2,2,0,2,2,1
1.99,1.46,0.4,0.584,0,0.2,0,1.46,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,1.984,0.4,0.3968,0,2,2,0,2,2,1
1.99,1.12,0.4,0.448,0,0.2,0,1.12,5,0.2,1,10.98,0.6,2,0.2,0.4,0,0.2,0,2.6,8.436,0.4,1.6872,1,2,6,0,2,2,1
1.99,1.56,0.4,0.624,0,0.2,0,1.56,5,0.2,1,0.1,0.2,2,0.2,0.4,0,0.2,0,2.2,2.044,0.4,0.4088,0,2,2,0,2,2,1
1.99,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
1.99,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
1.85,11.24,0.6,6.744,9.49,0.6,5.694,20.73,5.5,0.4,2.2,173.02,0.6,2,0.2,0.4,0,0.2,0,4.4,118.85,0.4,23.77,1,4,6,0,2,2,1
1.85,3.7,0.6,2.22,0,0.2,0,3.7,5,0.2,1,0.12,0.2,2,0.2,0.4,0,0.2,0,2.4,3.644,0.4,0.7288,0,2,2,0,2,2,1
1.85,8.53,0.6,5.118,0.16,0.2,0.032,8.69,5,0.2,1,0.52,0.2,2,0.4,0.8,0,0.2,0,2.6,7.054,0.8,2.8216,1,2,2,1,4,2,1
1.85,0.47,0.2,0.094,1.59,0.4,0.636,2.06,5,0.2,1,1.24,0.2,2,0.2,0.4,0,0.2,0,2.6,2.378,0.4,0.4756,0,2,2,0,2,2,1
1.85,0.95,0.2,0.19,1.33,0.4,0.532,2.28,5,0.2,1,0.07,0.2,4,0.2,0.8,0,0.2,0,2.8,2.536,0.8,1.0144,1,2,2,0,2,2,1
1.85,13.15,0.6,7.89,1.63,0.4,0.652,14.78,5,0.2,1,1.19,0.2,4,0.2,0.8,0,0.2,0,3.2,10.58,0.8,4.232,1,2,2,0,2,2,1
1.85,3.17,0.6,1.902,0.44,0.2,0.088,3.61,5,0.2,1,0,0.2,4,0.2,0.8,0,0.2,0,2.6,3.79,0.8,1.516,1,2,2,0,2,2,1
1.85,7.02,0.6,4.212,1.77,0.4,0.708,8.79,5,0.2,1,0,0.2,4,0.2,0.8,0,0.2,0,3.2,6.72,0.8,2.688,1,2,2,0,2,2,1
1.85,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
1.85,0.95,0.2,0.19,0,0.2,0,0.95,5,0.2,1,0.13,0.2,4,0.4,1.6,0,0.2,0,2.4,2.816,1.6,2.2528,1,2,2,1,4,2,1
1.85,0,0.2,0,0,0.2,0,0,5,0.2,1,10.53,0.6,4,0.2,0.8,0,0.2,0,2.6,8.118,0.8,3.2472,1,2,6,0,2,2,1
1.85,9.19,0.6,5.514,4.2,0.6,2.52,13.39,5,0.2,1,0.52,0.2,2,0.2,0.4,0,0.2,0,3.6,9.538,0.4,1.9076,1,2,2,0,2,2,1
1.85,9.14,0.6,5.484,1.22,0.4,0.488,10.36,5,0.2,1,0,0.2,6,0.2,1.2,0,0.2,0,3.4,8.172,1.2,4.9032,1,2,2,0,2,2,1
1.85,0.26,0.2,0.052,0,0.2,0,0.26,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.452,0.4,0.2904,0,2,2,0,2,2,0
1.85,3.05,0.6,1.83,0.05,0.2,0.01,3.1,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.4,3.24,0.4,0.648,0,2,2,0,2,2,1
1.85,0.56,0.2,0.112,72,0.6,43.2,72.56,5,0.2,1,0.51,0.2,2,0.2,0.4,0,0.2,0,3.2,44.814,0.4,8.9628,1,2,2,0,2,2,1
1.85,2.96,0.6,1.776,0.15,0.2,0.03,3.11,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.4,3.206,0.4,0.6412,0,2,2,0,2,2,1
1.85,2.48,0.6,1.488,0,0.2,0,2.48,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.4,2.888,0.4,0.5776,0,2,2,0,2,2,1
1.85,9.94,0.6,5.964,0.44,0.2,0.088,10.38,5,0.2,1,0.15,0.2,2,0.2,0.4,0,0.2,0,2.4,7.482,0.4,1.4964,1,2,2,0,2,2,1
1.85,5.13,0.6,3.078,0.09,0.2,0.018,5.22,5,0.2,1,0.01,0.2,2,0.2,0.4,0,0.2,0,2.4,4.498,0.4,0.8996,0,2,2,0,2,2,1
1.85,2.49,0.6,1.494,0.29,0.2,0.058,2.78,5,0.2,1,0.49,0.2,2,0.2,0.4,0,0.2,0,2.4,3.05,0.4,0.61,0,2,2,0,2,2,1
1.85,7.22,0.6,4.332,0.28,0.2,0.056,7.5,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.4,5.788,0.4,1.1576,1,2,2,0,2,2,1
1.85,0.71,0.2,0.142,0.66,0.2,0.132,1.37,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.674,0.4,0.3348,0,2,2,0,2,2,0
1.85,19.21,0.6,11.526,2.47,0.6,1.482,21.68,5,0.2,1,0,0.2,6,0.2,1.2,0,0.2,0,4,15.208,1.2,9.1248,1,2,2,0,2,2,1
1.85,0.18,0.2,0.036,0,0.2,0,0.18,5,0.2,1,0,0.2,6,0.4,2.4,0,0.2,0,2.6,3.436,2.4,4.1232,1,2,2,1,4,2,1
1.85,5.9,0.6,3.54,0,0.2,0,5.9,5,0.2,1,0.74,0.2,6,0.4,2.4,0,0.2,0,3,7.088,2.4,8.5056,1,2,2,1,4,2,1
1.85,4.04,0.6,2.424,0,0.2,0,4.04,5,0.2,1,0.79,0.2,6,0.2,1.2,0,0.2,0,2.8,4.782,1.2,2.8692,1,2,2,0,2,2,1
1.85,2.81,0.6,1.686,0.11,0.2,0.022,2.92,5,0.2,1,19.45,0.6,6,0.2,1.2,0,0.2,0,3.2,15.578,1.2,9.3468,1,2,6,0,2,2,1
1.85,5.87,0.6,3.522,0,0.2,0,5.87,5,0.2,1,0.44,0.2,6,0.2,1.2,0,0.2,0,2.8,5.81,1.2,3.486,1,2,2,0,2,2,1
1.85,1.75,0.4,0.7,0,0.2,0,1.75,5,0.2,1,0.35,0.2,6,0.2,1.2,0,0.2,0,2.6,2.97,1.2,1.782,1,2,2,0,2,2,1
1.85,2.05,0.6,1.23,0,0.2,0,2.05,5,0.2,1,3.53,0.2,6,0.2,1.2,0,0.2,0,2.8,4.136,1.2,2.4816,1,2,2,0,2,2,1
1.85,0,0.2,0,0,0.2,0,0,5,0.2,1,0.04,0.2,6,0.4,2.4,0,0.2,0,2.6,3.408,2.4,4.0896,1,2,2,1,4,2,1
1.85,3.67,0.6,2.202,0.18,0.2,0.036,3.85,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.4,3.638,0.4,0.7276,0,2,2,0,2,2,1
1.85,0.64,0.2,0.128,0.95,0.2,0.19,1.59,5,0.2,1,0,0.2,2,0.2,0.4,1,0.4,0.4,2.2,2.118,0.8,0.8472,0,2,2,0,2,4,1
1.85,7.37,0.6,4.422,1.64,0.4,0.656,9.01,5,0.2,1,0.08,0.2,2,0.2,0.4,0,0.2,0,3,6.494,0.4,1.2988,1,2,2,0,2,2,1
1.85,10.79,0.6,6.474,0.67,0.2,0.134,11.46,5,0.2,1,0.04,0.2,2,0.2,0.4,0,0.2,0,2.4,8.016,0.4,1.6032,1,2,2,0,2,2,1
1.85,10.02,0.6,6.012,0.95,0.2,0.19,10.97,5,0.2,1,0.43,0.2,2,0.2,0.4,0,0.2,0,2.4,7.688,0.4,1.5376,1,2,2,0,2,2,1
1.85,0.44,0.2,0.088,0.62,0.2,0.124,1.06,5,0.2,1,0.64,0.2,2,0.2,0.4,0,0.2,0,2,1.74,0.4,0.348,0,2,2,0,2,2,0
1.85,2.89,0.6,1.734,0.11,0.2,0.022,3,5,0.2,1,0.04,0.2,2,0.2,0.4,0,0.2,0,2.4,3.164,0.4,0.6328,0,2,2,0,2,2,1
1.85,0.6,0.2,0.12,1.14,0.4,0.456,1.74,5,0.2,1,0.43,0.2,2,0.2,0.4,0,0.2,0,2.6,2.062,0.4,0.4124,0,2,2,0,2,2,1
1.85,0.79,0.2,0.158,1.01,0.4,0.404,1.8,5,0.2,1,0.57,0.2,2,0.2,0.4,0,0.2,0,2.6,2.076,0.4,0.4152,0,2,2,0,2,2,1
1.85,3.26,0.6,1.956,0.36,0.2,0.072,3.62,5,0.2,1,0.02,0.2,2,0.2,0.4,0,0.2,0,2.4,3.432,0.4,0.6864,0,2,2,0,2,2,1
1.85,8.94,0.6,5.364,1.32,0.4,0.528,10.26,5,0.2,1,0.02,0.2,2,0.2,0.4,0,0.2,0,3,7.296,0.4,1.4592,1,2,2,0,2,2,1
1.85,4.6,0.6,2.76,1.17,0.4,0.468,5.77,5,0.2,1,0.04,0.2,2,0.2,0.4,0,0.2,0,3,4.636,0.4,0.9272,0,2,2,0,2,2,1
1.85,7.01,0.6,4.206,1.12,0.4,0.448,8.13,5,0.2,1,0.1,0.2,2,0.2,0.4,0,0.2,0,3,6.074,0.4,1.2148,1,2,2,0,2,2,1
1.85,1.04,0.4,0.416,0.91,0.2,0.182,1.95,5,0.2,1,0.37,0.2,2,0.2,0.4,0,0.2,0,2.2,2.072,0.4,0.4144,0,2,2,0,2,2,1
1.85,2.81,0.6,1.686,0.41,0.2,0.082,3.22,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.4,3.168,0.4,0.6336,0,2,2,0,2,2,1
